datetime,location,count_operation,count_change,count_total
2017-05-06 12:59:45.146000,Georgetown,+,1,14
2017-05-06 12:59:45.618000,Georgetown,+,1,15
2017-05-06 12:59:46.070000,Georgetown,+,1,16
2017-05-06 12:59:46.526000,Georgetown,+,1,17
2017-05-06 12:59:47.151000,Georgetown,+,1,18
2017-05-06 12:59:48.176000,Georgetown,+,1,19
2017-05-06 12:59:49.234000,Georgetown,+,1,20
2017-05-06 12:59:50.745000,Georgetown,+,1,21
2017-05-06 13:00:04.829000,Georgetown,+,1,22
2017-05-06 13:00:05.669000,Georgetown,+,1,23
2017-05-06 13:00:19.816000,Georgetown,+,1,24
2017-05-06 13:00:31.719000,Georgetown,-,1,23
2017-05-06 13:00:43.588000,Georgetown,+,1,24
2017-05-06 13:00:51.022000,Georgetown,+,1,25
2017-05-06 13:01:39.276000,Georgetown,+,1,26
2017-05-06 13:01:41.402000,Georgetown,+,1,27
2017-05-06 13:02:50.644000,Georgetown,+,1,28
2017-05-06 13:03:15.142000,Georgetown,+,1,29
2017-05-06 13:04:22.148000,Georgetown,+,1,30
2017-05-06 14:22:56.044000,Georgetown,-,1,29
2017-05-06 14:22:58.526000,Georgetown,-,1,28
2017-05-06 14:23:00.213000,Georgetown,-,1,27
2017-05-06 14:23:01.388000,Georgetown,-,1,26
2017-05-06 14:23:02.371000,Georgetown,-,1,25
2017-05-06 14:23:07.951000,Georgetown,-,1,24
2017-05-06 14:23:10.376000,Georgetown,-,1,23
2017-05-06 14:23:11.325000,Georgetown,-,1,22
2017-05-06 14:23:12.388000,Georgetown,-,1,21
2017-05-06 14:23:13.599000,Georgetown,-,1,20
2017-05-06 14:23:14.584000,Georgetown,-,1,19
2017-05-06 14:23:29.006000,Georgetown,-,1,18
2017-05-06 14:23:29.839000,Georgetown,-,1,17
2017-05-06 14:23:42.304000,Georgetown,-,1,16
2017-05-06 14:24:07.093000,Georgetown,-,1,15
2017-05-06 14:24:14.144000,Georgetown,-,1,14
2017-05-06 14:24:30.128000,Georgetown,-,1,13
2017-05-06 14:25:51.644000,Georgetown,-,1,12
2017-05-06 14:25:52.406000,Georgetown,+,1,13
2017-05-06 14:26:13.716000,Georgetown,+,1,14
2017-05-06 14:26:28.355000,Georgetown,+,1,15
2017-05-06 14:26:28.558000,Georgetown,+,1,16
2017-05-06 14:26:29.280000,Georgetown,-,1,15
2017-05-06 14:26:35.675000,Georgetown,+,1,16
2017-05-06 14:26:36.863000,Georgetown,+,1,17
2017-05-06 14:26:44.735000,Georgetown,-,1,16
2017-05-06 14:26:46.355000,Georgetown,+,1,17
2017-05-06 14:27:13.182000,Georgetown,+,1,18
2017-05-06 14:27:37.047000,Georgetown,-,1,17
2017-05-06 14:27:54.333000,Georgetown,+,1,18
2017-05-06 14:28:08.242000,Georgetown,+,1,19
2017-05-06 14:28:12.438000,Georgetown,+,1,20
2017-05-06 14:28:22.376000,Georgetown,+,1,21
2017-05-06 14:28:23.272000,Georgetown,+,1,22
2017-05-06 14:28:24.460000,Georgetown,+,1,23
2017-05-06 14:28:49.596000,Georgetown,+,1,24
2017-05-06 14:28:51.641000,Georgetown,+,1,25
2017-05-06 14:29:28.457000,Georgetown,+,1,26
2017-05-06 14:31:42.962000,Georgetown,+,1,27
2017-05-06 14:31:48.104000,Georgetown,-,1,26
2017-05-06 14:32:16.780000,Georgetown,+,1,27
2017-05-06 14:34:04.897000,Georgetown,+,1,28
2017-05-06 14:34:06.640000,Georgetown,+,1,29
2017-05-06 14:35:23.668000,Georgetown,+,1,30
2017-05-06 15:47:10.206000,Georgetown,-,1,29
2017-05-06 15:47:28.518000,Georgetown,-,1,28
2017-05-06 15:49:46.668000,Georgetown,+,1,29
2017-05-06 15:52:56.991000,Georgetown,+,1,30
2017-05-06 15:55:25.681000,Georgetown,-,1,29
2017-05-06 15:55:25.995000,Georgetown,-,1,28
2017-05-06 15:55:27.454000,Georgetown,-,1,27
2017-05-06 15:55:48.189000,Georgetown,-,1,26
2017-05-06 15:56:48.522000,Georgetown,-,1,25
2017-05-06 15:56:51.636000,Georgetown,-,1,24
2017-05-06 15:57:10.288000,Georgetown,-,1,23
2017-05-06 15:57:27.828000,Georgetown,-,1,22
2017-05-06 15:57:28.006000,Georgetown,-,1,21
2017-05-06 15:57:55.095000,Georgetown,-,1,20
2017-05-06 15:57:55.664000,Georgetown,-,1,19
2017-05-06 15:58:07.234000,Georgetown,-,1,18
2017-05-06 15:58:11.067000,Georgetown,-,1,17
2017-05-06 15:58:16.658000,Georgetown,-,1,16
2017-05-06 15:58:20.383000,Georgetown,-,1,15
2017-05-06 15:58:34.997000,Georgetown,-,1,14
2017-05-06 15:59:09.510000,Georgetown,+,1,15
2017-05-06 15:59:41.567000,Georgetown,-,1,14
2017-05-06 15:59:42.030000,Georgetown,-,1,13
2017-05-06 16:02:20.379000,Georgetown,-,1,12
2017-05-06 16:02:56.062000,Georgetown,-,1,11
2017-05-06 16:08:47.225000,Georgetown,-,1,10
2017-05-06 16:08:51.193000,Georgetown,-,1,9
2017-05-06 16:08:52.479000,Georgetown,-,1,8
2017-05-06 16:08:54.452000,Georgetown,-,1,7
2017-05-06 16:08:59.070000,Georgetown,-,1,6
2017-05-06 16:09:00.153000,Georgetown,-,1,5
2017-05-06 16:09:01.199000,Georgetown,-,1,4
2017-05-06 16:09:03.428000,Georgetown,-,1,3
2017-05-06 16:13:45.438000,Georgetown,x,3,0
2017-05-12 18:26:29.141000,Georgetown,+,1,1
2017-05-12 18:26:29.314000,Georgetown,+,1,2
2017-05-12 18:26:29.572000,Georgetown,+,1,3
2017-05-12 18:26:29.903000,Georgetown,+,1,4
2017-05-12 18:26:30.098000,Georgetown,+,1,5
2017-05-12 18:26:30.334000,Georgetown,+,1,6
2017-05-12 18:26:30.539000,Georgetown,+,1,7
2017-05-12 18:26:30.764000,Georgetown,+,1,8
2017-05-12 18:26:31.003000,Georgetown,+,1,9
2017-05-12 18:26:31.257000,Georgetown,+,1,10
2017-05-12 18:26:31.480000,Georgetown,+,1,11
2017-05-12 18:26:31.834000,Georgetown,+,1,12
2017-05-12 18:26:32.113000,Georgetown,+,1,13
2017-05-12 18:28:57.313000,Georgetown,+,1,14
2017-05-12 18:28:57.444000,Georgetown,+,1,15
2017-05-12 18:29:11.166000,Georgetown,+,1,16
2017-05-12 18:29:13.520000,Georgetown,+,1,17
2017-05-12 18:29:31.416000,Georgetown,+,1,18
2017-05-12 18:32:36.889000,Georgetown,+,1,19
2017-05-12 18:32:50.474000,Georgetown,+,1,20
2017-05-12 18:33:26.718000,Georgetown,-,1,19
2017-05-12 18:33:29.224000,Georgetown,-,1,18
2017-05-12 18:34:47.359000,Georgetown,+,1,19
2017-05-12 18:34:47.564000,Georgetown,+,1,20
2017-05-12 18:35:42.501000,Georgetown,+,1,21
2017-05-12 18:35:58.918000,Georgetown,+,1,22
2017-05-12 18:39:13.398000,Georgetown,+,1,23
2017-05-12 18:41:07.668000,Georgetown,+,1,24
2017-05-12 18:44:38.948000,Georgetown,+,1,25
2017-05-12 18:44:39.111000,Georgetown,+,1,26
2017-05-12 18:47:13.128000,Georgetown,+,1,27
2017-05-12 18:56:34.920000,Georgetown,+,1,28
2017-05-12 19:20:42.787000,Georgetown,+,1,29
2017-05-12 19:44:26.706000,Georgetown,-,1,28
2017-05-12 19:52:05.789000,Georgetown,+,1,29
2017-05-12 19:59:39.850000,Georgetown,-,1,28
2017-05-12 19:59:42.805000,Georgetown,-,1,27
2017-05-12 19:59:45.196000,Georgetown,-,1,26
2017-05-12 19:59:46.984000,Georgetown,-,1,25
2017-05-12 19:59:49.094000,Georgetown,-,1,24
2017-05-12 20:00:03.392000,Georgetown,-,1,23
2017-05-12 20:00:03.690000,Georgetown,-,1,22
2017-05-12 20:00:05.424000,Georgetown,-,1,21
2017-05-12 20:00:07.802000,Georgetown,-,1,20
2017-05-12 20:00:10.058000,Georgetown,-,1,19
2017-05-12 20:00:12.205000,Georgetown,-,1,18
2017-05-12 20:00:16.374000,Georgetown,-,1,17
2017-05-12 20:00:17.331000,Georgetown,-,1,16
2017-05-12 20:00:23.156000,Georgetown,-,1,15
2017-05-12 20:00:31.587000,Georgetown,-,1,14
2017-05-12 20:01:01.299000,Georgetown,-,1,13
2017-05-12 20:01:28.644000,Georgetown,-,1,12
2017-05-12 20:01:45.482000,Georgetown,-,1,11
2017-05-12 20:02:10.976000,Georgetown,-,1,10
2017-05-12 20:02:11.805000,Georgetown,+,1,11
2017-05-12 20:02:16.585000,Georgetown,-,1,10
2017-05-12 20:02:18.070000,Georgetown,+,1,11
2017-05-12 20:02:29.899000,Georgetown,+,1,12
2017-05-12 20:02:45.851000,Georgetown,-,1,11
2017-05-12 20:02:55.391000,Georgetown,+,1,12
2017-05-12 20:03:01.795000,Georgetown,+,1,13
2017-05-12 20:03:36.444000,Georgetown,-,1,12
2017-05-12 20:03:38.291000,Georgetown,-,1,11
2017-05-12 20:04:05.470000,Georgetown,+,1,12
2017-05-12 20:04:06.471000,Georgetown,+,1,13
2017-05-12 20:04:17.758000,Georgetown,+,1,14
2017-05-12 20:04:27.620000,Georgetown,+,1,15
2017-05-12 20:04:42.353000,Georgetown,+,1,16
2017-05-12 20:05:27.263000,Georgetown,+,1,17
2017-05-12 20:05:47.304000,Georgetown,+,1,18
2017-05-12 20:05:57.187000,Georgetown,+,1,19
2017-05-12 20:06:22.980000,Georgetown,+,1,20
2017-05-12 20:07:10.911000,Georgetown,+,1,21
2017-05-12 20:07:12.332000,Georgetown,+,1,22
2017-05-12 20:07:17.407000,Georgetown,+,1,23
2017-05-12 20:07:45.740000,Georgetown,+,1,24
2017-05-12 20:07:46.521000,Georgetown,+,1,25
2017-05-12 20:07:51.746000,Georgetown,+,1,26
2017-05-12 20:09:34.805000,Georgetown,+,1,27
2017-05-12 20:12:19.921000,Georgetown,-,1,26
2017-05-12 20:12:34.719000,Georgetown,-,1,25
2017-05-12 20:12:43.538000,Georgetown,+,1,26
2017-05-12 20:12:44.681000,Georgetown,+,1,27
2017-05-12 20:12:51.020000,Georgetown,-,1,26
2017-05-12 20:13:57.001000,Georgetown,+,1,27
2017-05-12 20:14:24.399000,Georgetown,+,1,28
2017-05-12 20:16:19.880000,Georgetown,+,1,29
2017-05-12 20:24:55.441000,Georgetown,+,1,30
2017-05-12 21:23:30.340000,Georgetown,-,1,29
2017-05-12 21:23:35.405000,Georgetown,-,1,28
2017-05-12 21:23:55.356000,Georgetown,-,1,27
2017-05-12 21:24:06.969000,Georgetown,-,1,26
2017-05-12 21:24:11.629000,Georgetown,-,1,25
2017-05-12 21:24:13.770000,Georgetown,-,1,24
2017-05-12 21:24:14.645000,Georgetown,-,1,23
2017-05-12 21:24:25.801000,Georgetown,-,1,22
2017-05-12 21:24:30.897000,Georgetown,-,1,21
2017-05-12 21:24:40.580000,Georgetown,-,1,20
2017-05-12 21:25:01.706000,Georgetown,-,1,19
2017-05-12 21:25:03.682000,Georgetown,-,1,18
2017-05-12 21:25:04.924000,Georgetown,-,1,17
2017-05-12 21:25:08.520000,Georgetown,-,1,16
2017-05-12 21:25:10.150000,Georgetown,-,1,15
2017-05-12 21:25:11.408000,Georgetown,-,1,14
2017-05-12 21:25:20.970000,Georgetown,-,1,13
2017-05-12 21:26:33.011000,Georgetown,-,1,12
2017-05-12 21:27:42.046000,Georgetown,-,1,11
2017-05-12 21:27:42.383000,Georgetown,-,1,10
2017-05-12 21:29:05.157000,Georgetown,x,10,0
2017-05-13 08:42:34.917000,Georgetown,+,1,1
2017-05-13 08:42:35.187000,Georgetown,+,1,2
2017-05-13 08:42:35.516000,Georgetown,+,1,3
2017-05-13 08:42:35.781000,Georgetown,+,1,4
2017-05-13 08:43:05.708000,Georgetown,+,1,5
2017-05-13 08:45:25.264000,Georgetown,+,1,6
2017-05-13 08:46:12.688000,Georgetown,-,1,5
2017-05-13 08:58:35.223000,Georgetown,+,1,6
2017-05-13 08:58:35.368000,Georgetown,+,1,7
2017-05-13 08:58:35.534000,Georgetown,+,1,8
2017-05-13 08:58:35.693000,Georgetown,+,1,9
2017-05-13 08:58:35.876000,Georgetown,+,1,10
2017-05-13 08:58:36.047000,Georgetown,+,1,11
2017-05-13 08:58:36.196000,Georgetown,+,1,12
2017-05-13 08:58:36.360000,Georgetown,+,1,13
2017-05-13 08:58:36.512000,Georgetown,+,1,14
2017-05-13 08:58:36.679000,Georgetown,+,1,15
2017-05-13 08:58:36.851000,Georgetown,+,1,16
2017-05-13 08:58:37.040000,Georgetown,+,1,17
2017-05-13 08:58:37.669000,Georgetown,+,1,18
2017-05-13 08:58:38.293000,Georgetown,+,1,19
2017-05-13 08:59:25.509000,Georgetown,-,1,18
2017-05-13 08:59:29.570000,Georgetown,-,1,17
2017-05-13 09:00:10.957000,Georgetown,+,1,18
2017-05-13 09:00:25.170000,Georgetown,+,1,19
2017-05-13 09:01:09.740000,Georgetown,+,1,20
2017-05-13 09:02:14.640000,Georgetown,+,1,21
2017-05-13 09:02:42.803000,Georgetown,+,1,22
2017-05-13 09:02:43.016000,Georgetown,+,1,23
2017-05-13 09:02:48.104000,Georgetown,+,1,24
2017-05-13 09:04:34.072000,Georgetown,+,1,25
2017-05-13 09:04:34.245000,Georgetown,+,1,26
2017-05-13 09:19:14.624000,Georgetown,+,1,27
2017-05-13 09:43:36.071000,Georgetown,+,1,28
2017-05-13 09:58:20.594000,Georgetown,-,1,27
2017-05-13 09:58:24.443000,Georgetown,-,1,26
2017-05-13 09:58:25.882000,Georgetown,-,1,25
2017-05-13 09:58:28.779000,Georgetown,-,1,24
2017-05-13 09:58:31.940000,Georgetown,-,1,23
2017-05-13 09:58:42.169000,Georgetown,-,1,22
2017-05-13 09:58:48.309000,Georgetown,-,1,21
2017-05-13 09:59:26.856000,Georgetown,-,1,20
2017-05-13 10:00:04.346000,Georgetown,-,1,19
2017-05-13 10:00:12.515000,Georgetown,-,1,18
2017-05-13 10:00:44.299000,Georgetown,+,1,19
2017-05-13 10:01:21.621000,Georgetown,+,1,20
2017-05-13 10:01:23.502000,Georgetown,+,1,21
2017-05-13 10:01:51.220000,Georgetown,+,1,22
2017-05-13 10:01:59.050000,Georgetown,+,1,23
2017-05-13 10:02:35.178000,Georgetown,+,1,24
2017-05-13 10:02:48.205000,Georgetown,-,1,23
2017-05-13 10:02:59.579000,Georgetown,+,1,24
2017-05-13 10:02:59.731000,Georgetown,+,1,25
2017-05-13 10:03:11.516000,Georgetown,+,1,26
2017-05-13 10:04:26.410000,Georgetown,-,1,25
2017-05-13 10:04:37.641000,Georgetown,-,1,24
2017-05-13 10:06:15.172000,Georgetown,+,1,25
2017-05-13 10:06:32.719000,Georgetown,+,1,26
2017-05-13 10:06:32.962000,Georgetown,+,1,27
2017-05-13 10:06:50.920000,Georgetown,+,1,28
2017-05-13 10:07:22.720000,Georgetown,-,1,27
2017-05-13 10:07:37.558000,Georgetown,+,1,28
2017-05-13 10:58:20.608000,Georgetown,-,1,27
2017-05-13 10:58:21.210000,Georgetown,-,1,26
2017-05-13 11:00:52.883000,Georgetown,+,1,27
2017-05-13 11:35:05.298000,Georgetown,+,1,28
2017-05-13 11:43:52.535000,Georgetown,-,1,27
2017-05-13 11:43:52.949000,Georgetown,-,1,26
2017-05-13 11:43:53.303000,Georgetown,-,1,25
2017-05-13 11:43:55.060000,Georgetown,-,1,24
2017-05-13 11:44:59.358000,Georgetown,+,1,25
2017-05-13 11:45:08.068000,Georgetown,+,1,26
2017-05-13 11:48:26.739000,Georgetown,+,1,27
2017-05-13 11:48:37.783000,Georgetown,+,1,28
2017-05-13 12:09:53.684000,Georgetown,-,1,27
2017-05-13 12:10:00.941000,Georgetown,-,1,26
2017-05-13 12:10:03.550000,Georgetown,-,1,25
2017-05-13 12:10:07.696000,Georgetown,-,1,24
2017-05-13 12:10:08.620000,Georgetown,-,1,23
2017-05-13 12:10:20.789000,Georgetown,-,1,22
2017-05-13 12:10:43.147000,Georgetown,-,1,21
2017-05-13 12:10:45.851000,Georgetown,-,1,20
2017-05-13 12:10:46.903000,Georgetown,-,1,19
2017-05-13 12:10:47.920000,Georgetown,-,1,18
2017-05-13 12:10:52.576000,Georgetown,-,1,17
2017-05-13 12:11:15.271000,Georgetown,-,1,16
2017-05-13 12:11:16.806000,Georgetown,-,1,15
2017-05-13 12:11:18.412000,Georgetown,-,1,14
2017-05-13 12:11:19.186000,Georgetown,-,1,13
2017-05-13 12:11:48.154000,Georgetown,-,1,12
2017-05-13 12:11:48.661000,Georgetown,-,1,11
2017-05-13 12:11:56.833000,Georgetown,-,1,10
2017-05-13 12:12:12.139000,Georgetown,-,1,9
2017-05-13 12:12:12.325000,Georgetown,-,1,8
2017-05-13 12:12:12.726000,Georgetown,-,1,7
2017-05-13 12:12:12.960000,Georgetown,-,1,6
2017-05-13 12:12:26.913000,Georgetown,x,6,0
2017-05-13 13:10:37.155000,Georgetown,+,1,1
2017-05-13 13:10:37.795000,Georgetown,+,1,2
2017-05-13 13:10:38.175000,Georgetown,+,1,3
2017-05-13 13:10:38.518000,Georgetown,+,1,4
2017-05-13 13:10:38.812000,Georgetown,+,1,5
2017-05-13 13:10:38.846000,Georgetown,+,1,6
2017-05-13 13:10:38.987000,Georgetown,+,1,7
2017-05-13 13:10:39.153000,Georgetown,+,1,8
2017-05-13 13:10:39.336000,Georgetown,+,1,9
2017-05-13 13:10:39.489000,Georgetown,+,1,10
2017-05-13 13:10:39.662000,Georgetown,+,1,11
2017-05-13 13:10:39.686000,Georgetown,+,1,12
2017-05-13 13:10:39.823000,Georgetown,+,1,13
2017-05-13 13:10:39.998000,Georgetown,+,1,14
2017-05-13 13:10:40.138000,Georgetown,+,1,15
2017-05-13 13:10:40.647000,Georgetown,+,1,16
2017-05-13 13:10:40.937000,Georgetown,+,1,17
2017-05-13 13:10:51.890000,Georgetown,+,1,18
2017-05-13 13:10:55.505000,Georgetown,+,1,19
2017-05-13 13:10:56.342000,Georgetown,+,1,20
2017-05-13 13:10:58.423000,Georgetown,+,1,21
2017-05-13 13:10:59.353000,Georgetown,+,1,22
2017-05-13 13:11:38.478000,Georgetown,-,1,21
2017-05-13 13:11:46.380000,Georgetown,-,1,20
2017-05-13 13:12:45.568000,Georgetown,-,1,19
2017-05-13 13:13:06.743000,Georgetown,+,1,20
2017-05-13 13:13:29.590000,Georgetown,+,1,21
2017-05-13 13:13:42.464000,Georgetown,+,1,22
2017-05-13 13:14:10.794000,Georgetown,+,1,23
2017-05-13 13:14:35.386000,Georgetown,+,1,24
2017-05-13 13:15:22.042000,Georgetown,-,1,23
2017-05-13 13:17:51.084000,Georgetown,+,1,24
2017-05-13 13:18:42.059000,Georgetown,+,1,25
2017-05-13 13:18:43.077000,Georgetown,+,1,26
2017-05-13 13:18:51.540000,Georgetown,+,1,27
2017-05-13 13:20:34.238000,Georgetown,-,1,26
2017-05-13 13:20:35.370000,Georgetown,+,1,27
2017-05-13 13:23:46.403000,Georgetown,+,1,28
2017-05-13 13:35:14.801000,Georgetown,-,1,27
2017-05-13 13:38:33.931000,Georgetown,-,1,26
2017-05-13 13:41:50.281000,Georgetown,+,1,27
2017-05-13 13:48:36.402000,Georgetown,+,1,28
2017-05-13 14:12:34.244000,Georgetown,-,1,27
2017-05-13 14:16:52.288000,Georgetown,+,1,28
2017-05-13 14:32:51.798000,Georgetown,-,1,27
2017-05-13 14:33:06.304000,Georgetown,-,1,26
2017-05-13 14:33:13.983000,Georgetown,-,1,25
2017-05-13 14:33:19.684000,Georgetown,-,1,24
2017-05-13 14:33:19.927000,Georgetown,-,1,23
2017-05-13 14:33:28.586000,Georgetown,-,1,22
2017-05-13 14:33:29.463000,Georgetown,-,1,21
2017-05-13 14:33:29.553000,Georgetown,-,1,20
2017-05-13 14:33:30.824000,Georgetown,-,1,19
2017-05-13 14:33:31.289000,Georgetown,-,1,18
2017-05-13 14:33:42.344000,Georgetown,-,1,17
2017-05-13 14:33:43.818000,Georgetown,-,1,16
2017-05-13 14:33:46.196000,Georgetown,-,1,15
2017-05-13 14:33:46.662000,Georgetown,-,1,14
2017-05-13 14:33:47.504000,Georgetown,-,1,13
2017-05-13 14:34:09.502000,Georgetown,-,1,12
2017-05-13 14:34:12.853000,Georgetown,-,1,11
2017-05-13 14:36:04.036000,Georgetown,+,1,12
2017-05-13 14:36:34.978000,Georgetown,+,1,13
2017-05-13 14:36:44.786000,Georgetown,+,1,14
2017-05-13 14:37:07.667000,Georgetown,+,1,15
2017-05-13 14:37:16.930000,Georgetown,-,1,14
2017-05-13 14:37:48.714000,Georgetown,-,1,13
2017-05-13 14:38:09.959000,Georgetown,+,1,14
2017-05-13 14:39:10.442000,Georgetown,+,1,15
2017-05-13 14:40:09.801000,Georgetown,+,1,16
2017-05-13 14:40:10.667000,Georgetown,+,1,17
2017-05-13 14:40:20.025000,Georgetown,+,1,18
2017-05-13 14:40:23.252000,Georgetown,-,1,17
2017-05-13 14:40:42.647000,Georgetown,+,1,18
2017-05-13 14:41:55.178000,Georgetown,+,1,19
2017-05-13 14:42:58.525000,Georgetown,+,1,20
2017-05-13 14:43:01.060000,Georgetown,+,1,21
2017-05-13 14:43:03.491000,Georgetown,+,1,22
2017-05-13 14:45:18.350000,Georgetown,+,1,23
2017-05-13 14:48:41.728000,Georgetown,+,1,24
2017-05-13 14:49:30.776000,Georgetown,+,1,25
2017-05-13 14:49:30.903000,Georgetown,+,1,26
2017-05-13 14:49:31.084000,Georgetown,+,1,27
2017-05-13 15:37:38.156000,Georgetown,-,1,26
2017-05-13 15:38:19.688000,Georgetown,-,1,25
2017-05-13 15:40:29.943000,Georgetown,+,1,26
2017-05-13 15:40:30.099000,Georgetown,+,1,27
2017-05-13 15:41:11.882000,Georgetown,+,1,28
2017-05-13 15:45:55.449000,Georgetown,-,1,27
2017-05-13 15:46:16.761000,Georgetown,-,1,26
2017-05-13 15:48:38.089000,Georgetown,+,1,27
2017-05-13 15:51:10.783000,Georgetown,+,1,28
2017-05-13 15:54:26.422000,Georgetown,-,1,27
2017-05-13 15:57:05.970000,Georgetown,+,1,28
2017-05-13 15:59:06.756000,Georgetown,-,1,27
2017-05-13 16:05:27.212000,Georgetown,-,1,26
2017-05-13 16:05:59.216000,Georgetown,-,1,25
2017-05-13 16:06:00.127000,Georgetown,-,1,24
2017-05-13 16:06:00.870000,Georgetown,-,1,23
2017-05-13 16:06:13.672000,Georgetown,-,1,22
2017-05-13 16:06:17.417000,Georgetown,-,1,21
2017-05-13 16:06:28.898000,Georgetown,-,1,20
2017-05-13 16:06:50.698000,Georgetown,-,1,19
2017-05-13 16:06:53.119000,Georgetown,-,1,18
2017-05-13 16:07:04.166000,Georgetown,-,1,17
2017-05-13 16:07:19.530000,Georgetown,-,1,16
2017-05-13 16:07:22.187000,Georgetown,-,1,15
2017-05-13 16:07:31.784000,Georgetown,-,1,14
2017-05-13 16:07:32.929000,Georgetown,-,1,13
2017-05-13 16:07:46.856000,Georgetown,-,1,12
2017-05-13 16:08:24.416000,Georgetown,-,1,11
2017-05-13 16:09:07.864000,Georgetown,-,1,10
2017-05-13 16:12:01.281000,Georgetown,-,1,9
2017-05-13 16:13:30.700000,Georgetown,x,9,0
2017-06-03 09:05:31.251000,Georgetown,+,1,1
2017-06-03 09:05:31.460000,Georgetown,+,1,2
2017-06-03 09:05:31.788000,Georgetown,+,1,3
2017-06-03 09:05:32.070000,Georgetown,+,1,4
2017-06-03 09:05:32.412000,Georgetown,+,1,5
2017-06-03 09:05:33.089000,Georgetown,+,1,6
2017-06-03 09:05:33.947000,Georgetown,+,1,7
2017-06-03 09:05:34.194000,Georgetown,+,1,8
2017-06-03 09:05:34.506000,Georgetown,+,1,9
2017-06-03 09:05:35.012000,Georgetown,+,1,10
2017-06-03 09:05:35.093000,Georgetown,+,1,11
2017-06-03 09:05:35.357000,Georgetown,+,1,12
2017-06-03 09:05:35.624000,Georgetown,+,1,13
2017-06-03 09:05:35.856000,Georgetown,+,1,14
2017-06-03 09:05:36.138000,Georgetown,+,1,15
2017-06-03 09:05:36.372000,Georgetown,+,1,16
2017-06-03 09:05:36.598000,Georgetown,+,1,17
2017-06-03 09:05:36.847000,Georgetown,+,1,18
2017-06-03 09:05:37.078000,Georgetown,+,1,19
2017-06-03 09:05:37.334000,Georgetown,+,1,20
2017-06-03 09:05:37.591000,Georgetown,+,1,21
2017-06-03 09:05:37.842000,Georgetown,+,1,22
2017-06-03 09:05:38.098000,Georgetown,+,1,23
2017-06-03 09:05:38.321000,Georgetown,+,1,24
2017-06-03 09:05:38.835000,Georgetown,+,1,25
2017-06-03 09:07:41.136000,Georgetown,+,1,26
2017-06-03 09:09:04.517000,Georgetown,+,1,27
2017-06-03 09:10:11.912000,Georgetown,+,1,28
2017-06-03 09:15:07.548000,Georgetown,+,1,29
2017-06-03 10:08:53.599000,Georgetown,-,1,28
2017-06-03 10:08:53.756000,Georgetown,-,1,27
2017-06-03 10:09:04.342000,Georgetown,-,1,26
2017-06-03 10:11:14.646000,Georgetown,+,1,27
2017-06-03 10:12:00.864000,Georgetown,+,1,28
2017-06-03 10:12:39.346000,Georgetown,+,1,29
2017-06-03 10:16:18.500000,Georgetown,+,1,30
2017-06-03 10:26:57.857000,Georgetown,-,1,29
2017-06-03 10:26:58.078000,Georgetown,-,1,28
2017-06-03 10:26:58.330000,Georgetown,-,1,27
2017-06-03 10:26:58.546000,Georgetown,-,1,26
2017-06-03 10:27:06.225000,Georgetown,-,1,25
2017-06-03 10:27:08.547000,Georgetown,-,1,24
2017-06-03 10:27:10.568000,Georgetown,-,1,23
2017-06-03 10:27:19.102000,Georgetown,-,1,22
2017-06-03 10:27:20.883000,Georgetown,-,1,21
2017-06-03 10:27:26.288000,Georgetown,-,1,20
2017-06-03 10:29:02.424000,Georgetown,-,1,19
2017-06-03 10:29:31.773000,Georgetown,+,1,20
2017-06-03 10:29:43.540000,Georgetown,+,1,21
2017-06-03 10:30:11.483000,Georgetown,+,1,22
2017-06-03 10:30:11.834000,Georgetown,+,1,23
2017-06-03 10:31:02.748000,Georgetown,+,1,24
2017-06-03 10:31:42.596000,Georgetown,+,1,25
2017-06-03 10:32:48.290000,Georgetown,+,1,26
2017-06-03 10:35:37.957000,Georgetown,+,1,27
2017-06-03 10:36:03.871000,Georgetown,+,1,28
2017-06-03 10:45:28.287000,Georgetown,+,1,29
2017-06-03 10:45:28.426000,Georgetown,+,1,30
2017-06-03 10:55:19.914000,Georgetown,-,1,29
2017-06-03 10:57:59.826000,Georgetown,+,1,30
2017-06-03 11:44:21.008000,Georgetown,-,1,29
2017-06-03 11:50:56.460000,Georgetown,-,1,28
2017-06-03 11:51:10.202000,Georgetown,-,1,27
2017-06-03 11:52:10.903000,Georgetown,-,1,26
2017-06-03 11:53:15.401000,Georgetown,+,1,27
2017-06-03 11:55:09.456000,Georgetown,-,1,26
2017-06-03 11:55:45.672000,Georgetown,-,1,25
2017-06-03 11:55:49.282000,Georgetown,+,1,26
2017-06-03 11:57:32.050000,Georgetown,+,1,27
2017-06-03 11:57:47.758000,Georgetown,+,1,28
2017-06-03 11:58:46.620000,Georgetown,-,1,27
2017-06-03 12:00:01.297000,Georgetown,-,1,26
2017-06-03 12:00:03.233000,Georgetown,-,1,25
2017-06-03 12:02:19.692000,Georgetown,+,1,26
2017-06-03 12:02:40.257000,Georgetown,+,1,27
2017-06-03 12:03:12.964000,Georgetown,-,1,26
2017-06-03 12:05:24.468000,Georgetown,-,1,25
2017-06-03 12:05:26.532000,Georgetown,-,1,24
2017-06-03 12:05:27.500000,Georgetown,-,1,23
2017-06-03 12:05:46.619000,Georgetown,-,1,22
2017-06-03 12:05:47.734000,Georgetown,-,1,21
2017-06-03 12:05:49.204000,Georgetown,-,1,20
